"文件","原行号","原入口","原中文","原英文","改写中文","改写英文","当前结论"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","2953","","同一草稿不能同时进入目标模式并点名数字员工。","A draft cannot combine goal mode with digital employee mentions.","目标模式暂不支持指定数字员工。请退出目标模式后再选择。","Goal mode does not support choosing a digital employee. Exit goal mode before selecting one.","最终文字仍在源码"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","3143","composer","同一草稿不能同时进入目标模式并点名数字员工。","A draft cannot combine goal mode with digital employee mentions.","目标模式暂不支持指定数字员工。请退出目标模式后再选择。","Goal mode does not support choosing a digital employee. Exit goal mode before selecting one.","最终文字仍在源码"
"apps/desktop/src/renderer/session/SessionWorkspace.tsx","3198","composer","同一草稿不能同时进入目标模式并点名数字员工。","A draft cannot combine goal mode with digital employee mentions.","目标模式暂不支持指定数字员工。请退出目标模式后再选择。","Goal mode does not support choosing a digital employee. Exit goal mode before selecting one.","最终文字仍在源码"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","168","options.disabledReason","目标编辑与专家点名互斥","Goal editing cannot include expert mentions","目标模式暂不支持指定数字员工","Goal mode does not support choosing a digital employee","最终文字仍在源码"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","176","options.fixed.detail","切换本轮协作模式","Switch collaboration mode for this turn","切换对话模式","Switch conversation mode","最终文字仍在源码"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","181","options.fixed.detail","进入目标编辑流程","Open goal editing","编辑目标","Edit goal","最终文字仍在源码"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","184","options.fixed.disabledReason","目标编辑与专家点名互斥","Goal editing cannot include expert mentions","目标模式暂不支持指定数字员工","Goal mode does not support choosing a digital employee","最终文字仍在源码"
"apps/desktop/src/renderer/session/StructuredComposerInput.tsx","232","options.disabledReason","每轮最多选择 8 个 Skill","Up to 8 Skills per turn","每次最多选择 8 项技能（Skill）","Choose up to 8 skills per request","最终文字仍在源码"
"apps/desktop/src/renderer/session/SubagentWorkspace.tsx","198","","已隐藏可能来自父会话或缺少时间边界的内容。","Content that may belong to the parent conversation or lacks a reliable time boundary is hidden.","无法确认属于此智能体的内容已隐藏。","Content that could not be confirmed as belonging to this agent is hidden.","最终文字仍在源码"
"apps/desktop/src/renderer/session/SubagentWorkspace.tsx","209","","当前没有能可靠确认属于该智能体的工作内容。","No work content can currently be attributed to this agent with confidence.","暂时没有可显示的智能体工作内容。","No work from this agent is available to display yet.","最终文字仍在源码"
"apps/desktop/src/renderer/session/SubagentWorkspace.tsx","212","","该智能体线程尚未产生可读消息。","This agent thread has no readable messages yet.","这个智能体还没有发来消息。","This agent has not sent any messages yet.","最终文字仍在源码"
"apps/desktop/src/renderer/session/SubagentWorkspace.tsx","223","","当前会话还没有派生智能体。","This conversation has not spawned any agents.","此对话尚未创建子智能体。","This conversation has no subagents yet.","最终文字仍在源码"
"apps/desktop/src/renderer/session/SubagentWorkspace.tsx","250","","Provider 没有返回可验证的原始指令。","","AI 服务没有提供这个智能体收到的原始指令。","The AI service did not provide the original instructions received by this agent.","最终文字仍在源码"
"apps/desktop/src/renderer/session/ThreadItemView.tsx","43","copy.zh-CN.unknown","未知 provider 项","Unknown provider item","未识别的处理记录","Unrecognized activity","最终文字仍在源码"
"apps/desktop/src/renderer/session/TurnChanges.tsx","438","","已保留这一轮的历史文件变更记录，但缺少可安全撤销或重新应用的文件快照。","","缺少这次修改前后的文件内容，无法撤销或重新应用这些修改。","The file contents before and after these changes are unavailable. These changes cannot be undone or reapplied.","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","258","","把固定指令交给精确的模型、项目和时间，每次运行都保留独立证据。","Bind an instruction to exact models, projects, and time with durable evidence for every run.","按设定的时间和项目自动执行指令，并查看每次运行的结果。","Run instructions automatically for selected projects on a schedule, and view the result of each run.","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","340","","创建第一个自动化，从手动触发开始验证。","Create one and begin with a manual trigger.","创建自动化，让重复工作按时执行。","Create an automation to run recurring work on a schedule.","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","372","","运行进入成功、失败、阻塞或结果未知后会出现在这里。","Terminal runs appear here, including blocked and unknown outcomes.","自动化的运行结果和需要你处理的问题会显示在这里。","Automation results and requests for your attention appear here.","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","423","","IANA 时区","IANA timezone","时区（如 Asia/Shanghai）","Time zone (for example, Asia/Shanghai)","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","429","","精确模型","Exact model","使用模型","Model","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","432","","选择精确模型","Choose exact model","选择模型","Select a model","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","475","","我理解该授权会持续到配置变更或撤销，且可产生不可逆副作用。","I understand this grant persists until configuration changes or revocation and may produce irreversible side effects.","我允许此自动化持续使用以上权限，直到我修改或撤销授权；执行的操作可能无法撤销。","I allow this automation to keep using these permissions until I change or revoke them. Its actions may be irreversible.","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","489","","阻塞策略","Blocking policy","上次运行未结束时","When the previous run is unfinished","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","492","","串行排队","Serial queue","排队等待","Wait in line","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","493","","丢弃新触发","Discard new","跳过新运行","Skip the new run","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","494","","覆盖旧运行","Cover previous","停止旧运行并开始新的运行","Stop the previous run and start the new one","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","506","","能力、预算与保留","Capabilities, budgets, and retention","插件、用量限制与记录保留","Plugins, usage limits, and history retention","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","544","","队列容量","Queue capacity","最多等待运行数","Maximum waiting runs","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","558","","每日 Token 上限","Tokens per day","每日用量上限（Token）","Daily usage limit (tokens)","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","705","","高级 RRULE","Advanced RRULE","自定义重复规则（RRULE）","Custom recurrence rule (RRULE)","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","729","labels.dispatching","派发中","","正在启动","Starting","最终文字仍在源码"
"apps/desktop/src/renderer/features/automations/AutomationsWorkspace.tsx","729","labels.blocked","阻塞","","等待处理","Needs attention","最终文字仍在源码"
"apps/desktop/src/renderer/features/digital-employees/TaskDigitalEmployeePanel.tsx","1181","labels.dispatching","派发中","","正在启动","Starting","最终文字仍在源码"
"apps/desktop/src/renderer/features/memory/MemorySettingsPane.tsx","93","","显式新增","Add explicitly","新增记忆","Add memory","最终文字仍在源码"
"apps/desktop/src/renderer/features/memory/MemorySettingsPane.tsx","137","","删除采用 tombstone，审计链仍保留且不会再注入上下文。","Deletion creates a tombstone: the audit chain remains, and the memory is no longer injected.","停用后，AI 不再使用这条记忆，修改记录仍会保留。","Once disabled, this memory will no longer be used by the AI. Its change history will remain.","最终文字仍在源码"
