"文件","入口","数量","保留理由","候选逐项原文"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.respondAfterInteractionRecovery.persistedContent","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2345,""text"":""敏感回答仅在本次恢复执行的内存中传递，未写入本地记录。""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.snoozeRequest","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2380,""text"":""Codex user input request is not pending.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.respondToPlanImplementationRequest","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2427,""text"":""Plan implementation request was not found.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.respondToPlanImplementationRequest","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2431,""text"":""Plan implementation request does not reference a completed non-empty plan.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.respondToPlanImplementationRequest","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2456,""text"":""Plan refinement feedback is required.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.respondToPlanImplementationRequest.content","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2464,""text"":""请实施以下已确认计划。严格按计划执行，并在完成后报告验证结果。\\n\\n${planItem.textContent}""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.respondToPlanImplementationRequest.submission.created.displayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2477,""text"":""是，实施此计划""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.ensureGenerationReconciled.reconcile","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2739,""text"":""Codex app-server generation changed during native conversation recovery.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.ensureGenerationReconciled.reconcile","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2746,""text"":""Codex app-server generation did not stabilize during native conversation recovery.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.reconcileBoundConversations","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2787,""text"":""Native submission has no recoverable provider thread.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.failSubmissionBeforeProviderDispatch.error","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":2967,""text"":""The submission was not dispatched to the provider.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.close","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3233,""text"":""The local server is restarting; retry the Graph request after reconnecting.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.close.error","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3237,""text"":""Codex native conversation coordinator is closed.""}]"
"packages/local-server/src/codexNativeConversationCoordinator.ts","createCodexNativeConversationCoordinator.close","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":3324,""text"":""Pending Codex request lacks auditable native turn identity.""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryContinuation","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":111,""text"":""Zeus 已在请求通道切换后的安全恢复点继续当前会话。请从这里继续，不要重复此前已经完成的操作或副作用。""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryContinuation","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":112,""text"":""待处理请求类型：${request.requestKind}""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryContinuation","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":113,""text"":""待处理请求：${request.payloadJson}""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryContinuation","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":114,""text"":""用户本次回复：${JSON.stringify(response)}""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryContinuation","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":115,""text"":""安全边界：这次决定只针对上面记录的原操作。若继续执行命令、文件修改或权限操作，必须重新发出完全明确的操作请求，由 Zeus 按新宿主的当前策略再次校验；不得把该决定套用到任何不同操作。""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryDisplayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":121,""text"":""已提交敏感回答""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryDisplayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":124,""text"":""已回复""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryDisplayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":126,""text"":""已选择：${response.decision}""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryDisplayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":127,""text"":""已回复权限请求""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryDisplayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":128,""text"":""已回复外部工具请求""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","buildInteractionRecoveryDisplayText","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":129,""text"":""已回复""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","developerInstructionsFor","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":162,""text"":""用户未明确指定其他浏览器时，在 Zeus 会话中执行网页打开、导航、点击、输入、页面检查或截图，必须优先使用当前会话的 zeus_browser 动态工具。不得把 Codex Browser 插件返回的浏览器列表为空视为 Zeus 内置浏览器不可用，也不得因此改用外部 Playwright。用户明确点名其他浏览器时，尊重该选择并如实报告其可用性。""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","developerInstructionsFor","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":166,""text"":""不得运行会修改项目状态的测试。""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","developerInstructionsFor","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":167,""text"":""不得执行 git commit、push、merge、rebase、reset、revert、stash、checkout -b 或其他 Git 历史修改动作。""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","normalizeTurnPlan","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":226,""text"":""Invalid turn plan explanation.""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","normalizeTurnPlan","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":228,""text"":""Invalid turn plan steps.""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","normalizeTurnPlan.steps","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":231,""text"":""Invalid turn plan step at index ${index}.""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","normalizeTurnPlan.steps","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":235,""text"":""Invalid turn plan status at index ${index}.""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","providerTurnFailure.message","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":248,""text"":""Codex provider turn failed.""}]"
"packages/local-server/src/codexNativeConversationPolicy.ts","providerTurnFailure.message","1","服务诊断、模型协议或非界面资料，保留原始内容","[{""line"":248,""text"":""Codex provider emitted unsupported terminal status: ${providerStatus}.""}]"
